title,channel_title,desc,date,tags,liked,disliked,views
Настя и история об одной игрушке,Like Nastya,"Настя любит играть со своими игрушками. Но однажды одна из игрушек ожила и доставила Насте и папе неприятности. История игрушек как всегда закончилась хорошо и весело.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/funnystacy/",2019-08-12T06:43:38Z,"['игрушки', 'настя', 'лайк настя', 'pretend', 'play', 'toys for kids', 'nastya', 'like nastya', 'story for kids', 'nastya and dad', 'huge toy']",157654,68704,50525191
Настя и папа - смешные истории для детей,Like Nastya,"Смотрите ваши самые любимые истории для детей от Насти и папы.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-08-08T06:00:03Z,"['истории для детей', 'настя и папа', 'настя', 'stories for kids', 'pretend', 'play', 'kids videos', 'nastya and papa', 'nastya', 'like nastya', 'playing']",989310,418142,258639118
Настя и история для детей про неудобные подушки,Like Nastya,"История про то как не нужно себя вести. Насте неудобно спать на подушке и она просит папу принести другую. Папа приносит, но Насте всё не нравится. Тогда папа решается на отчаянный поступок. 
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/funnystacy/",2019-08-06T06:00:01Z,"['история для детей', 'настя', 'настя и папа', 'pretend play', 'pillows', 'story for kids', 'toys', 'how not to behave', 'nastya and papa', 'nastya', 'like nastya']",391995,173637,106510846
Песня для детей про то как правильно плавать в бассейне,Like Nastya,"Настя и папа показывают как правильно плавать в бассейне. Они учатся плавать, пользоваться кремом от загара и очками для подводного плавания.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-08-03T06:00:00Z,"['песенка для детей', 'детские песни', 'swimming song', 'nastya', 'songs for kids', 'nursery rhymes', 'education', 'swim', 'swim song', 'playing song', 'pool song', 'children learning', 'pretend play', 'kids video songs', 'best kid songs', 'like nastya', 'настя']",611659,241650,184851493
Песенка для детей про папу от Насти,Like Nastya,"Настя поёт песню для детей про папу и о том как нужно помогать родителям, особенно когда они себя плохо чувствуют.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-08-01T06:00:05Z,"['песня для детей', 'песня про папу', 'настя', 'развивающее видео', 'daddy song', 'nursery rhymes', 'education', 'children songs', 'kid songs', 'toddler songs', 'pretend play', 'nastya', 'like nastya', 'sick song']",142950,58014,45541738
Настя и Клава устроили конкурс красоты,Like Nastya,"Настя и её подруга Клавдия спорят кто лучше. Папа решил устроить для них конкурс красоты.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-07-30T06:00:05Z,"['конкурс красоты', 'для девочек', 'pretend', 'beauty contest', 'play', 'girls', 'kids playing', 'toys for kids', 'настя', 'nastya', 'like nastya']",561375,235330,158817963
Настя и правила поведения для детей,Like Nastya,"Настя и папа показывают как нельзя себя вести детям. Нужно мыть руки, нельзя садиться за руль, нельзя дразнить животных и нужно всегда слушать своих родителей.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-07-28T06:00:05Z,"['правила поведения для детей', 'этикет для детей', 'развивающее видео', 'learning videos for kids', 'how not to behave', 'pretend play', 'настя', 'настя и папа', 'nastya', 'лайк настя', 'like nastya']",804233,353824,198022482
Настя и папа играют на улице,Like Nastya,"Настя играет в доме и нечаянно портит мебель. Папа учит что нельзя кататься на машине в доме. Настя идёт с папой на улицу, весело играет с водной горкой и другими игрушками.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-26T06:00:02Z,"['настя и папа', 'игрушки', 'play', 'настя', 'like nastya', 'лайк настя', 'nastya', 'outdoor', 'toys', 'activities toys']",166447,67471,47458292
Nastya and dad are trying to make friends with a neighbor,Like Nastya,"Nastya and dad played football on the street. Their ball hit the house to a neighbor. Nastya and dad decided to take back their ball, but the neighbor turned out to be angry. Nastya and dad found a way to make peace and make friends with a neighbor.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-23T06:00:00Z,"['pretend', 'play', 'nastya', 'like nastya', 'toys', 'story for kids', 'funny dad', 'kids video', 'настя', 'лайк настя', 'neighbor']",226798,121900,59610346
Настя и папа играют в полицию,Like Nastya,"Настя и папа играют в полицейских и показывают примеры, как нельзя себя вести детям
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-20T14:23:11Z,"['играем в', 'настя и папа', 'pretend play police', 'nastya', 'pretend', 'play', 'police', 'настя', 'лайк настя']",56879,25733,16900986
Настя и история про дружу с волком,Like Nastya,"Настя увидела красивый замок, но волк тоже хочет нём жить. Тогда Настя решает построить себе новый дом. Пришла зима и дом волка оказался без крыши. Настя пожалела волка и пустила жить в свой дом.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-20T06:00:01Z,"['настя', 'play', 'pretend', 'friendship', 'nastya', 'like nastya', 'kids story', 'дружба', 'истории для детей']",138944,57131,41518543
Настя меняет платья и превращается в принцесс,Like Nastya,"Папа дарит Насте платья принцесс. Но платья оказались волшебные и с Настей происходят чудеса.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-18T06:00:01Z,"['принцесса', 'платья', 'для девочек', 'play', 'like nastya', 'princess', 'pretend', 'dresses', 'nastya', 'kids video', 'настя', 'лайк настя']",362698,135630,95591057
Настя и весёлые приключения с папой,Like Nastya,"Настя и папа любят путешествовать и посещать разные интересные места. Каждый раз с ними случаются забавные ситуации.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-17T06:00:02Z,"['настя и папа', 'весёлые приключения', 'pretend play', 'nastya', 'like nastya', 'лайк настя', 'настя', 'for kids']",301044,147679,97193515
Что случиться если детского Ютуба не станет?,Like Nastya,"Настя и папа показывают шуточную историю о том, что могло бы произойти, если детские каналы исчезнут из Ютуба.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-07-15T06:00:00Z,"['youtube', 'ютуб', 'nastya', 'kids video', 'toys for kids', 'funny story', 'story for kids']",449988,105551,66556689
Настя и папа собираются в школу - песенка для детей,Like Nastya,"Настя с утра собирается в школу. Они с папой немного опаздывают. Настя что-то постоянно забывает. Настя забыла одеть обувь и папа подгоняет её. Затем они понимают что забыли собрать школьный портфель. 
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-12T06:00:02Z,"['песенка для детей', 'настя', 'песенка про школу', 'hurry up', 'hurry up song', 'song for kids', 'nastya', 'like nastya', 'nursery rhymes']",391975,153274,82697807
Настя и её друзья устроили вечеринку,Like Nastya,"Настя пригласила в гости друзей пока папа спит. Они веселились, наряжались, делали макияж и открывали сюрпризы. Но вдруг папа проснулся.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-10T06:00:00Z,"['настя', 'дети', 'дети киркорова 2019', 'лайк настя', 'playdate', 'kids play', 'pretend play', 'nastya', 'like nastya']",811677,362995,228004850
Настя и салон красоты для принцесс,Like Nastya,"Настя хочет быть принцессой и она отправляется в салон красоты. Там она выбирает платья, но каждый раз происходят странные вещи.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-07T06:00:00Z,"['принцесса', 'для девочек', 'настя', 'dress up', 'princess', 'beauty salon', 'pretend play', 'for girls', 'dresses', 'nastya', 'like nastya', 'лайк настя']",176192,74489,48735867
Настя идёт в салон для принцесс,Like Nastya,"Настя хочет быть принцессой и папа ведёт её в салон. Там покупают Насте платье принцессы и делают причёску. Но на улице так ходить неудобно и они решают пойти домой веселиться.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-05T06:00:00Z,"['принцесса', 'платья', 'для девочек', 'настя и папа', 'настя', 'dress up', 'princess', 'princess salon', 'for girls', 'dresses', 'nastya', 'like nastya']",409249,154359,110499788
Настя и истории про кошечку,Like Nastya,"У Насти появилась кошка и она очень любит сниматься в видео для детей. Настя и папа придумывают разные смешные истории с участием кошки.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-07-02T06:00:00Z,"['настя', 'истории для детей', 'для детей', 'игрушки', 'pretend', 'kids videos', 'play', 'like nastya', 'лайк настя', 'nastya']",465933,185883,124399953
Настя папа пошли в поход,Like Nastya,"Настя и папа решили пойти в поход. Они взяли палатку и спальные мешки. Но с папой постоянно случались всякие неприятности.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-06-30T06:00:02Z,"['pretend', 'play', 'story', 'nastya', 'поход', 'настя и папа', 'настя', 'camp']",398133,173562,116759404
Настя и папа - история про червяков,Like Nastya,"Настя играет в червяков, а папа зовёт перекусить. Настя уходит, но через телевизор начинают выползать разноцветные червячки. Они едят всё игрушки на своём пути и растут.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-06-28T06:00:01Z,"['playing', 'for kids', 'nastya', 'like nastya', 'настя', 'лайк настя', 'настя и папа', 'игрушки', 'pretend']",96377,46013,34078828
Настя наряжается супергероем и спасает папу,Like Nastya,"Папа оказался в ловушке, он зовёт Настю на помощь. Настя с помощью костюмов становится супергероем и спасает папу.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

INSTAGRAM https://www.instagram.com/like_nastya_vlog/",2019-06-26T06:00:06Z,"['супергерои', 'superhero', 'toys for kids', 'dress up', 'super hero', 'super powers', 'costume', 'superhero kids', 'настя', 'nastya']",910546,449419,249853178
Настя и шуточная история на ночь,Like Nastya,"Настя готовится ко сну, но ей мерещатся звуки. Она зовёт папу на помощь и он развешивает ей фонарики. Но и это не остановило подозрительные шумы в комнате.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-24T06:00:01Z,"['для детей', 'настя', 'story for kids', 'pretend play', 'like nastya', 'nastya', 'лайк настя']",256596,114265,81496839
Настя как невеста и принцесса,Like Nastya,"Настя хочет быть невестой, одевает свадебное платье и устраивает настоящую свадьбу. Затем Настя с папой решают пойти на вечеринку. Им приходится часто менять одежду.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-22T06:00:00Z,"['невеста', 'видео для девочек', 'настя', 'princess', 'bride', 'pretend play', 'nastya', 'like nastya', 'dresses', 'wedding']",914408,329574,243740361
Настя учится пользоваться детской косметикой,Like Nastya,"Настя пытается сделать макияж но у неё не получается. Папа решает что Насте ещё рано красится и покупает ей игрушки для детского макияжа.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-20T06:00:00Z,"['для девочек', 'настя', 'лайк настя', 'игрушки', 'детская косметика', 'make up', 'make up toys', 'for girls', 'play', 'toy', 'nastya', 'like nastya']",924789,395126,264609713
The Boo Boo Story from Nastya and Papa,Like Nastya,"Daddy is the best person to make you feel better when you have a boo boo! Nastya also learned to help each other when they have boo boo!
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-18T06:00:02Z,"['boo boo', 'boo boo story', 'boo boo song', 'pretend', 'play', 'story', 'nastya and papa', 'nastya']",1197165,605817,360870642
Настя играет в пиратов с Владом и Никитой,Like Nastya,"Настя отправляется на поиски сокровищ с подругой Дианой и друзьями. Влад и Никита с Ромой находят клад на необитаемом острове.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-16T06:00:04Z,"['настя', 'влад и никита', 'pretend play', 'kids playing', 'funny kids', 'vlad and nikita', 'nastya', 'like nastya', 'children story']",749152,318928,221253142
Настя и весёлые каникулы у дедушки,Like Nastya,"Наступило лето и начались каникулы. Настя едет к дедушке. Они устраивают веселье, играют в игрушки и с ними случаются разные приключения.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-14T06:00:00Z,"['каникулы', 'настя и папа', 'настя', 'игрушки', 'summer', 'fun', 'holidays', 'pretend play', 'toys', 'family fun', 'nastya', 'лайк настя', 'like nastya']",963593,404404,298123646
Настя и папа играют в шоу талантов с музыкальными инструментами,Like Nastya,"Настя и папа устроили шоу талантов. Настя играет на разных музыкальных инструментах.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-11T06:00:02Z,"['шоу талантов', 'настя и папа', 'игрушки', 'pretend play', 'musical instruments', 'for kids', 'toys', 'play', 'nastya', 'like nastya', 'stacy']",645391,254262,178041949
Настя и папа играют на ферме,Like Nastya,"Настя с папой собираются на ферму. Они там кормят животных и собирают фрукты.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-09T06:00:01Z,"['настя и папа', 'на ферме', 'играть', 'настя', 'лайк настя', 'furm', 'play', 'family fun', 'toys', 'nastya and dad', 'nastya', 'like nastya']",1158499,560733,340879670
Настя и полицейский расследуют тайную жизнь домашних животных,Like Nastya,"Настя потеряла котёнка. Она идёт в полицию за помощью. Забавный Полицейский идёт на поиски домашних животных.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-06T06:00:00Z,"['toys', 'pets', 'pretend play police', 'play', 'nastya', 'like nastya', 'игрушки', 'настя', 'лайк настя', 'for kids']",291639,134272,91847282
Стейси и Подруга собираются на свидание в одинаковых платьях,Like Nastya,"Стейси мечтает пойти на свидание с принцем. Её лучшая подруга тоже хочет пойти. Подруги спорят и одевают одинаковые платья.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-04T06:00:02Z,"['платья', 'дресс ап', 'лайк настя', 'настя', 'dress up', 'pretend', 'play', 'toys', 'same dress', 'dress', 'for girls', 'nastya', 'like nastya']",370291,160526,109301493
Настя и история про Дружбу,Like Nastya,"Настя хочет завести друзей, но часто ссорится с ними. В конце истории Настя научится дружить и ценить дружбу.
Делись своими историями о дружбе с хэштэгами #Nickelodeon и #ДружбаЭто
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-06-02T06:00:02Z,"['дружба', 'игрушки', 'настя', 'лайк настя', 'Friendship', 'toys', 'play', 'nastya', 'like nastya']",592849,289140,150393008
Настя и папа играют в мойку машин,Like Nastya,"Настя испачкала машину принцессы и везёт мыть на мойку. Ей нечем платить и папа оставляет её мыть машины.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-31T06:00:03Z,"['игрушки', 'настя и папа', 'настя', 'playing', 'car', 'toy', 'toys', 'cleaning toys', 'car wash', 'pretend play', 'nastya', 'like nastya']",237315,93400,65685624
Настя собирается на вечеринку,Like Nastya,"Настя и забавные истории про красоту и наряды. 
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-29T06:00:00Z,"['игрушки', 'настя', 'лайк настя', 'toys', 'dress up', 'nastya', 'pretend play', 'like nastya']",349507,145013,87016992
Настя как Жасмин и папа Джин в лампе Алладина,Like Nastya,"Настя хочет быть Аладдином и у неё есть волшебная лампа. Она просит папу поиграть в Джина.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-27T06:00:00Z,"['Genie Lamp', 'игрушки', 'aladdin', 'алладин', 'playing', 'toys', 'pretend play', 'nastya and dad', 'лайк настя', 'like nastya', 'nastya', 'настя']",424401,186741,120636704
Настя учит правилам поведения,Like Nastya,"Настя как учитель для детей. Показывает им обучающее видео о том как нельзя себя вести.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-25T06:00:05Z,"['как не надо себя вести', 'для детей', 'настя', 'лайк настя', 'toys', 'playing', 'pretend', 'how not to behave', 'nastya', 'like nastya']",234701,106512,66120325
Настя и история про то как не надо себя вести детям,Like Nastya,"Настя обрела силы с помощью волшебной палочки. Она стала себя вести как капризная принцесса. Папа решил объяснить как не надо вести себя детям.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-22T06:00:03Z,"['как не надо себя вести', 'для детей', 'настя', 'лайк настя', 'toys', 'playing', 'pretend', 'how not to behave', 'nastya', 'like nastya']",377979,175698,102412057
Настя и папа делают слизь из яркого блестящего клея,Like Nastya,"Настя хочет немного заработать и открывает фабрику слизи. Папе тоже хочется играть и они вместе делают разноцветные лизуны и хендгамы.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-20T06:00:00Z,"['настя и папа', 'игрушки', 'slime', 'pretend play', 'making slime', 'toys', 'playing', 'nastya', 'like nastya']",865892,312907,211468545
Лайк Настя - Это Я - песня для детей (Official Music video),Like Nastya,"Настя - Это Я - песня для детей про девочку Настю.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-18T06:00:06Z,"['песня', 'клип', 'лайк настя песня', 'это я', 'song for kids', 'Music video', 'song', ""kid's music"", 'like nastya song', 'like nastya', 'nastya', 'stacy']",451937,211720,201718776
Nastya and dad play with a huge inflatable ball,Like Nastya,"Nastya and dad are trying to hide from insects. They build a huge ball house and arrange fun in it.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-16T06:00:00Z,"['play with dad', 'inflatable toys', 'ball', 'fun play', 'pretend', 'Nastya and dad', 'toys', 'kids video', 'nastya', 'like nastya', 'лайк настя']",558350,210282,140743081
Настя и папа украшают домики для игрушек,Like Nastya,"Настя красит и украшает домики для любимых игрушек.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-15T14:05:18Z,"['игрушки', 'домик', 'настя и папа', 'toys', 'playhouses', 'paint', 'playing', 'nastya', 'like nastya']",263019,104293,59753101
Настя вышла замуж,Like Nastya,"Настя решила выйти замуж. Она просит папу устроить ей свадьбу. Папа не хочет отпускать дочку.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-13T06:00:00Z,"['настя', 'настя и папа', 'toys', 'playing', 'nastya', 'like nastay', 'pretend', 'wedding']",406671,157098,120704621
Настя и папа наряжаются на бал,Like Nastya,"Настя и папа скучают дома, но вдруг они слышат музыку. Чтобы попасть на вечеринку им нужно нарядиться.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-10T06:00:01Z,"['на бал', 'настя и папа', 'настя', 'лайк настя', 'toys', 'to the ball', 'dress up', 'playing', 'nastya', 'like nastya']",516466,213209,160720104
Настя и её папа - забавные истории про игрушки,Like Nastya,"Настя и папа снова придумали смешные истории для детей. Они обклеили стикерами машину и купили игровые домики.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-08T06:00:02Z,"['настя и папа', 'настя', 'игрушки', 'toys', 'playing', 'funny stories', 'story for kids', 'stacy', 'nastya', 'like nastya']",1602486,707103,355520493
Настя и папа играют в рулетку,Like Nastya,"Настя решила выиграть приз, но потратила все деньги. Папа решает вернуть деньги и выиграть главный приз.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-06T06:00:01Z,"['настя и папа', 'игрушки', 'toys', 'pretend play', 'fun', 'nastya and dad', 'nastya', 'like nastya', 'настя', 'лайк настя']",61017,23826,25357305
Настя и папа купили котёнка,Like Nastya,"Настя получила в подарок котёнка. Они идут с ним по магазинам и в салон красоты для животных.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-05-03T06:00:00Z,"['мой котёнок', 'игрушки', 'настя и папа', 'my pet', 'play', 'nastya and dad', 'kitten', 'nastya', 'like nastya', 'настя', 'лайк настя']",883773,314439,234343625
Настя собирает сюрпризы на Пасху,Like Nastya,"Настя любит отмечать Пасху и собирать сюрпризы. Она просит папе дать ей больше игрушек.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-04-30T06:00:03Z,"['игрушки', 'сюрпризы', 'toys', 'pretend play', 'surprises', 'eggs hunt', 'настя', 'лайк настя', 'nastya', 'like nastya']",148058,58139,53289494
Настя и весёлая история про огромный прыщ,Like Nastya,"Настю пригласили на свидание, но у неё вскочил огромный прыщ на лице. Папа пытается ей помочь разными способами.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-04-27T06:00:00Z,"['настя и папа', 'весёлая история', 'игрушки', 'pretend play', 'funny story', 'toys', 'nastya and dad', 'nastya', 'like nastya', 'настя', 'лайк настя']",552112,227465,168529876
Настя идёт на день рождения к Диане,Like Nastya,"Диана отмечает 5 лет и Настя готовит ей подарок. Они празднуют весёлое день рождение с друзьями.
INSTAGRAM https://www.instagram.com/like_nastya_vlog/
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX",2019-04-25T06:00:04Z,"['день рождения', 'диана', 'настя', 'лайк настя', 'party', 'playing', 'fun', 'diana', 'nastya', 'like nastya']",548357,200833,149779934
Настя собирается на три вечеринки одновременно,Like Nastya,Настя получила три приглашения на праздник. Она решила пойти сразу на все вечеринки.,2019-04-23T06:00:05Z,"['игрушки', 'настя', 'лайк настя', 'pretend play', 'toys', 'nastya', 'like nastya', 'dress up']",234860,87964,78457316
Настя и папа собирают и открывают сюрпризы,Like Nastya,На Пасху Настя с папой устроили соревнования. Охота на яйца с сюрпризами.,2019-04-21T06:00:03Z,"['яйца с сюрпризами', 'игрушки', 'настя и папа', 'настя', 'лайк настя', 'toys', 'easter', 'egg hunt', 'surprise eggs', 'play', 'nastya', 'like nastya']",362007,162681,120780879
Настя играет в клинику для животных,Like Nastya,"Настя любит ухаживать за животными, она играет в клинику с игрушками.",2019-04-19T06:00:02Z,"['игрушки', 'настя', 'лайк настя', 'toys', 'pretend play', 'nastya', 'like nastya']",116063,45258,46402555
Настя и папа играют в сюжетные игры,Like Nastya,Настя и папа любят придумывать истории и играть в сюжетные детские игры.,2019-04-17T06:00:01Z,"['игрушки', 'настя и папа', 'настя', 'лайк настя', 'toys', 'pretend play', 'nastya and papa', 'nastya', 'like nastya']",502877,202940,121026133
"Настя, Катя и Макс играют вместе",Like Nastya,"Настя пригласила в гости Мисс Кейти и Мистер Макса. Они выпрашивают игрушки у родителей. Весело играют вместе с шариками.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-04-13T06:00:02Z,"['игрушки', 'настя', 'катя и макс', 'лайк настя', 'toys', 'nastya', 'like nastya', 'play', 'мистер макс', 'мисс кейти']",1113318,500668,348748058
Настя показывает Как не надо себя вести детям,Like Nastya,Настя и папа получают книгу сказок. Дней различные истории про непослушных детей. Настя решает вести себя правильно и помогать родителям.,2019-04-11T07:00:02Z,"['игрушки', 'настя', 'лайк настя', 'pretend play', 'toys', 'nastya', 'like nastya']",174860,70057,65690092
Настя собирается на вечеринку для девочек,Like Nastya,Настю пригласили на вечеринку. Она наряжается. Её подруга тоже хочет идти. Только она очень необычная),2019-04-09T06:00:01Z,"['игрушки', 'настя', 'лайк настя', 'play', 'doll', 'dress up', 'nastya', 'like nastya']",333162,146689,107155969
Настя играет с новым домиком и батутом.,Like Nastya,"Сначала Настя строит домик для игрушек, который становится живым. Потом она прыгает на батутах и весело проводит время с папой.",2019-04-07T07:00:00Z,"['домик', 'игрушки', 'настя', 'лайк настя', 'toys', 'playhouse', 'nastya', 'like nastya']",41246,16798,20281058
Настя и папа играют с конструктором,Like Nastya,Настя и папа встретили динозавра. Они пытаются построить стену из конструктора и дом из конструктора.,2019-04-05T06:00:05Z,"['настя и папа', 'игрушки', 'настя', 'лайк настя', 'toys', 'toy blocks', 'pretend play', 'nastya and papa', 'nastya', 'like nastya']",388219,187313,111460969
Nastya dresses up for a ball,Like Nastya,"Nastya wants to be beautiful. She loves to dance and therefore hurries to get to the ball.
#dressup #nastya #kidsvideo",2019-04-03T06:00:03Z,"['to the ball', 'pretend play', 'nastya', 'like nastya', 'dress up', 'dresses', 'Nastya and dad', 'play with toys', 'kids videos', 'настя', 'лайк настя']",612976,238795,161416877
Настя и огромный яйца с сюрпризами,Like Nastya,"Настя просит у кролика яйца с сюрпризами. Он с удовольствием их отдаёт, но просит за это помочь ему.",2019-03-31T06:00:00Z,"['сюрпризы', 'игрушки', 'настя', 'лайк настя', 'toys', 'surprise eggs', 'for kids', 'playing', 'nastya', 'like nastya', 'easter', 'easter eggs']",78847,29015,25263176
Настя и папа купили новую машину,Like Nastya,"Настя катается на супер машине и папа тоже хочет. Он покупает себе новую машину, но Насте не нравится. Тогда она решает украсить её наклейками.",2019-03-29T06:00:02Z,"['настя и папа', 'игрушки', 'настя', 'лайк настя', 'toys', 'nastya', 'like nastya']",251289,103118,70966482
Настя ремонтирует домики для детей,Like Nastya,Игровые домики сломаны. Настя решает сделать ремонт вместе с папой.,2019-03-27T06:00:02Z,"['игрушки', 'домики', 'настя и папа', 'настя', 'лайк настя', 'playhouses', 'toys', 'playing', 'nastya and dad', 'nastya', 'like nastya']",235303,101495,96746311
Настя играет в кафе Сладостей,Like Nastya,Настя играет в кафе и продаёт сладости. К ней приходят много посетителей. Но однажды пришёл огромный динозавр!,2019-03-25T06:00:03Z,"['играем в кафе', 'игрушки', 'лайк настя', 'настя', 'toy cafe', 'play with toys', 'pretend play', 'for kids', 'nastya', 'like nastya']",438937,205907,143133219
Настя меняет наряды и просит косметику у папы,Like Nastya,"Настя любит менять платья, наряжаться. Она просит папу купить ей детскую косметику и аксессуары.",2019-03-22T06:00:05Z,"['настя', 'лайк настя', 'настя и папа', 'наряды', 'для девочек', 'nastya', 'like nastya', 'toys', 'dress up', 'pretend play']",1669972,779421,484278324
Настя и папа устроили распродажу игрушек,Like Nastya,"Настя потеряла свой домик и папа решил купить новый. Чтобы заработать деньги, они решили продать свои старые игрушки.",2019-03-20T06:00:01Z,"['игрушки', 'домик', 'настя и папа', 'настя', 'лайк настя', 'toys', 'playhouse', 'playing', 'nastya', 'like nastya']",342182,160618,120470275
